"date","state_id","weekday","month","year","event_name_1","event_name_2","snap_CA","snap_TX","snap_WI","mean_sell_price","total_sales"
"2011-02-11","CA","Friday",2,2011,"None","None",0,1,1,4.17756546644845,11354
"2011-02-11","TX","Friday",2,2011,"None","None",0,1,1,4.07368048268625,7202
"2011-02-11","WI","Friday",2,2011,"None","None",0,1,1,4.24001221374046,7889
"2011-02-12","CA","Saturday",2,2011,"None","None",0,1,1,4.19651694247439,14610
"2011-02-12","TX","Saturday",2,2011,"None","None",0,1,1,4.11949712284213,10081
"2011-02-12","WI","Saturday",2,2011,"None","None",0,1,1,4.26382472431805,10142
"2011-02-13","CA","Sunday",2,2011,"None","None",0,1,0,4.19651694247439,15630
"2011-02-13","TX","Sunday",2,2011,"None","None",0,1,0,4.11949712284213,11725
"2011-02-13","WI","Sunday",2,2011,"None","None",0,1,0,4.26382472431805,9025
"2011-02-14","CA","Monday",2,2011,"ValentinesDay","None",0,0,1,4.19651694247439,9044
"2011-02-14","TX","Monday",2,2011,"ValentinesDay","None",0,0,1,4.11949712284213,6719
"2011-02-14","WI","Monday",2,2011,"ValentinesDay","None",0,0,1,4.26382472431805,6041
"2011-02-15","CA","Tuesday",2,2011,"None","None",0,1,1,4.19651694247439,9496
"2011-02-15","TX","Tuesday",2,2011,"None","None",0,1,1,4.11949712284213,7460
"2011-02-15","WI","Tuesday",2,2011,"None","None",0,1,1,4.26382472431805,7114
"2011-02-16","CA","Wednesday",2,2011,"None","None",0,0,0,4.19651694247439,8844
"2011-02-16","TX","Wednesday",2,2011,"None","None",0,0,0,4.11949712284213,6606
"2011-02-16","WI","Wednesday",2,2011,"None","None",0,0,0,4.26382472431805,5993
"2011-02-17","CA","Thursday",2,2011,"None","None",0,0,0,4.19651694247439,7835
"2011-02-17","TX","Thursday",2,2011,"None","None",0,0,0,4.11949712284213,6412
"2011-02-17","WI","Thursday",2,2011,"None","None",0,0,0,4.26382472431805,6071
"2011-02-18","CA","Friday",2,2011,"None","None",0,0,0,4.19651694247439,10025
"2011-02-18","TX","Friday",2,2011,"None","None",0,0,0,4.11949712284213,6711
"2011-02-18","WI","Friday",2,2011,"None","None",0,0,0,4.26382472431805,6985
"2011-02-19","CA","Saturday",2,2011,"None","None",0,0,0,4.20487842531841,13870
"2011-02-19","TX","Saturday",2,2011,"None","None",0,0,0,4.12419362745098,9150
"2011-02-19","WI","Saturday",2,2011,"None","None",0,0,0,4.28323437941759,8669
"2011-02-20","CA","Sunday",2,2011,"None","None",0,0,0,4.20487842531841,13465
"2011-02-20","TX","Sunday",2,2011,"None","None",0,0,0,4.12419362745098,9789
"2011-02-20","WI","Sunday",2,2011,"None","None",0,0,0,4.28323437941759,6029
"2011-02-21","CA","Monday",2,2011,"PresidentsDay","None",0,0,0,4.20487842531841,11997
"2011-02-21","TX","Monday",2,2011,"PresidentsDay","None",0,0,0,4.12419362745098,7297
"2011-02-21","WI","Monday",2,2011,"PresidentsDay","None",0,0,0,4.28323437941759,4672
"2011-02-22","CA","Tuesday",2,2011,"None","None",0,0,0,4.20487842531841,9130
"2011-02-22","TX","Tuesday",2,2011,"None","None",0,0,0,4.12419362745098,6628
"2011-02-22","WI","Tuesday",2,2011,"None","None",0,0,0,4.28323437941759,4743
"2011-02-23","CA","Wednesday",2,2011,"None","None",0,0,0,4.20487842531841,8941
"2011-02-23","TX","Wednesday",2,2011,"None","None",0,0,0,4.12419362745098,5814
"2011-02-23","WI","Wednesday",2,2011,"None","None",0,0,0,4.28323437941759,6002
"2011-02-24","CA","Thursday",2,2011,"None","None",0,0,0,4.20487842531841,8514
"2011-02-24","TX","Thursday",2,2011,"None","None",0,0,0,4.12419362745098,6175
"2011-02-24","WI","Thursday",2,2011,"None","None",0,0,0,4.28323437941759,5588
"2011-02-25","CA","Friday",2,2011,"None","None",0,0,0,4.20487842531841,9847
"2011-02-25","TX","Friday",2,2011,"None","None",0,0,0,4.12419362745098,6286
"2011-02-25","WI","Friday",2,2011,"None","None",0,0,0,4.28323437941759,6396
"2011-02-26","CA","Saturday",2,2011,"None","None",0,0,0,4.20523447883045,13652
"2011-02-26","TX","Saturday",2,2011,"None","None",0,0,0,4.12767788461538,8586
"2011-02-26","WI","Saturday",2,2011,"None","None",0,0,0,4.28654187465336,7670
"2011-02-27","CA","Sunday",2,2011,"None","None",0,0,0,4.20523447883045,12491
"2011-02-27","TX","Sunday",2,2011,"None","None",0,0,0,4.12767788461538,9086
"2011-02-27","WI","Sunday",2,2011,"None","None",0,0,0,4.28654187465336,7130
"2011-02-28","CA","Monday",2,2011,"None","None",0,0,0,4.20523447883045,9196
"2011-02-28","TX","Monday",2,2011,"None","None",0,0,0,4.12767788461538,6555
"2011-02-28","WI","Monday",2,2011,"None","None",0,0,0,4.28654187465336,5489
"2011-03-01","CA","Tuesday",3,2011,"None","None",1,1,0,4.20523447883045,9782
"2011-03-01","TX","Tuesday",3,2011,"None","None",1,1,0,4.12767788461538,7082
"2011-03-01","WI","Tuesday",3,2011,"None","None",1,1,0,4.28654187465336,6008
"2011-03-02","CA","Wednesday",3,2011,"None","None",1,0,1,4.20523447883045,9537
"2011-03-02","TX","Wednesday",3,2011,"None","None",1,0,1,4.12767788461538,6145
"2011-03-02","WI","Wednesday",3,2011,"None","None",1,0,1,4.28654187465336,6364
"2011-03-03","CA","Thursday",3,2011,"None","None",1,1,1,4.20523447883045,9710
"2011-03-03","TX","Thursday",3,2011,"None","None",1,1,1,4.12767788461538,6639
"2011-03-03","WI","Thursday",3,2011,"None","None",1,1,1,4.28654187465336,7126
"2011-03-04","CA","Friday",3,2011,"None","None",1,0,0,4.20523447883045,10444
"2011-03-04","TX","Friday",3,2011,"None","None",1,0,0,4.12767788461538,6584
"2011-03-04","WI","Friday",3,2011,"None","None",1,0,0,4.28654187465336,6544
"2011-03-05","CA","Saturday",3,2011,"None","None",1,1,1,4.19973997028232,13784
"2011-03-05","TX","Saturday",3,2011,"None","None",1,1,1,4.13191058823529,9238
"2011-03-05","WI","Saturday",3,2011,"None","None",1,1,1,4.28501351351351,8180
"2011-03-06","CA","Sunday",3,2011,"None","None",1,1,1,4.19973997028232,16057
"2011-03-06","TX","Sunday",3,2011,"None","None",1,1,1,4.13191058823529,10423
"2011-03-06","WI","Sunday",3,2011,"None","None",1,1,1,4.28501351351351,8396
"2011-03-07","CA","Monday",3,2011,"None","None",1,1,0,4.19973997028232,10953
"2011-03-07","TX","Monday",3,2011,"None","None",1,1,0,4.13191058823529,7623
"2011-03-07","WI","Monday",3,2011,"None","None",1,1,0,4.28501351351351,5986
"2011-03-08","CA","Tuesday",3,2011,"None","None",1,0,1,4.19973997028232,10299
"2011-03-08","TX","Tuesday",3,2011,"None","None",1,0,1,4.13191058823529,6335
"2011-03-08","WI","Tuesday",3,2011,"None","None",1,0,1,4.28501351351351,6118
"2011-03-09","CA","Wednesday",3,2011,"LentStart","None",1,1,1,4.19973997028232,9951
"2011-03-09","TX","Wednesday",3,2011,"LentStart","None",1,1,1,4.13191058823529,6941
"2011-03-09","WI","Wednesday",3,2011,"LentStart","None",1,1,1,4.28501351351351,5668
"2011-03-10","CA","Thursday",3,2011,"None","None",1,0,0,4.19973997028232,10012
"2011-03-10","TX","Thursday",3,2011,"None","None",1,0,0,4.13191058823529,6339
"2011-03-10","WI","Thursday",3,2011,"None","None",1,0,0,4.28501351351351,6275
"2011-03-11","CA","Friday",3,2011,"None","None",0,1,1,4.19973997028232,11189
"2011-03-11","TX","Friday",3,2011,"None","None",0,1,1,4.13191058823529,7203
"2011-03-11","WI","Friday",3,2011,"None","None",0,1,1,4.28501351351351,7180
"2011-03-12","CA","Saturday",3,2011,"None","None",0,1,1,4.22285324107793,13710
"2011-03-12","TX","Saturday",3,2011,"None","None",0,1,1,4.15013376383764,9271
"2011-03-12","WI","Saturday",3,2011,"None","None",0,1,1,4.30853432282004,9244
"2011-03-13","CA","Sunday",3,2011,"None","None",0,1,0,4.22285324107793,14340
"2011-03-13","TX","Sunday",3,2011,"None","None",0,1,0,4.15013376383764,9542
"2011-03-13","WI","Sunday",3,2011,"None","None",0,1,0,4.30853432282004,7535
"2011-03-14","CA","Monday",3,2011,"None","None",0,0,1,4.22285324107793,10722
"2011-03-14","TX","Monday",3,2011,"None","None",0,0,1,4.15013376383764,7745
"2011-03-14","WI","Monday",3,2011,"None","None",0,0,1,4.30853432282004,6468
"2011-03-15","CA","Tuesday",3,2011,"None","None",0,1,1,4.22285324107793,9293
"2011-03-15","TX","Tuesday",3,2011,"None","None",0,1,1,4.15013376383764,7834
"2011-03-15","WI","Tuesday",3,2011,"None","None",0,1,1,4.30853432282004,6894
"2011-03-16","CA","Wednesday",3,2011,"LentWeek2","None",0,0,0,4.22285324107793,9752
"2011-03-16","TX","Wednesday",3,2011,"LentWeek2","None",0,0,0,4.15013376383764,6768
"2011-03-16","WI","Wednesday",3,2011,"LentWeek2","None",0,0,0,4.30853432282004,6245
"2011-03-17","CA","Thursday",3,2011,"StPatricksDay","None",0,0,0,4.22285324107793,9504
"2011-03-17","TX","Thursday",3,2011,"StPatricksDay","None",0,0,0,4.15013376383764,6759
"2011-03-17","WI","Thursday",3,2011,"StPatricksDay","None",0,0,0,4.30853432282004,5516
"2011-03-18","CA","Friday",3,2011,"None","None",0,0,0,4.22285324107793,10030
"2011-03-18","TX","Friday",3,2011,"None","None",0,0,0,4.15013376383764,7131
"2011-03-18","WI","Friday",3,2011,"None","None",0,0,0,4.30853432282004,6694
"2011-03-19","CA","Saturday",3,2011,"None","None",0,0,0,4.22341170136396,14509
"2011-03-19","TX","Saturday",3,2011,"None","None",0,0,0,4.1606485260771,8203
"2011-03-19","WI","Saturday",3,2011,"None","None",0,0,0,4.31350863422292,7887
"2011-03-20","CA","Sunday",3,2011,"Purim End","None",0,0,0,4.22341170136396,14112
"2011-03-20","TX","Sunday",3,2011,"Purim End","None",0,0,0,4.1606485260771,8992
"2011-03-20","WI","Sunday",3,2011,"Purim End","None",0,0,0,4.31350863422292,6539
"2011-03-21","CA","Monday",3,2011,"None","None",0,0,0,4.22341170136396,10255
"2011-03-21","TX","Monday",3,2011,"None","None",0,0,0,4.1606485260771,7075
"2011-03-21","WI","Monday",3,2011,"None","None",0,0,0,4.31350863422292,5771
"2011-03-22","CA","Tuesday",3,2011,"None","None",0,0,0,4.22341170136396,9383
"2011-03-22","TX","Tuesday",3,2011,"None","None",0,0,0,4.1606485260771,6086
"2011-03-22","WI","Tuesday",3,2011,"None","None",0,0,0,4.31350863422292,5023
"2011-03-23","CA","Wednesday",3,2011,"None","None",0,0,0,4.22341170136396,8490
"2011-03-23","TX","Wednesday",3,2011,"None","None",0,0,0,4.1606485260771,5914
"2011-03-23","WI","Wednesday",3,2011,"None","None",0,0,0,4.31350863422292,4826
"2011-03-24","CA","Thursday",3,2011,"None","None",0,0,0,4.22341170136396,7889
"2011-03-24","TX","Thursday",3,2011,"None","None",0,0,0,4.1606485260771,5898
"2011-03-24","WI","Thursday",3,2011,"None","None",0,0,0,4.31350863422292,5067
"2011-03-25","CA","Friday",3,2011,"None","None",0,0,0,4.22341170136396,11011
"2011-03-25","TX","Friday",3,2011,"None","None",0,0,0,4.1606485260771,6249
"2011-03-25","WI","Friday",3,2011,"None","None",0,0,0,4.31350863422292,6090
"2011-03-26","CA","Saturday",3,2011,"None","None",0,0,0,4.2305211841872,13816
"2011-03-26","TX","Saturday",3,2011,"None","None",0,0,0,4.15885341726619,8072
"2011-03-26","WI","Saturday",3,2011,"None","None",0,0,0,4.31679865424431,7732
"2011-03-27","CA","Sunday",3,2011,"None","None",0,0,0,4.2305211841872,13661
"2011-03-27","TX","Sunday",3,2011,"None","None",0,0,0,4.15885341726619,9434
"2011-03-27","WI","Sunday",3,2011,"None","None",0,0,0,4.31679865424431,6771
"2011-03-28","CA","Monday",3,2011,"None","None",0,0,0,4.2305211841872,9997
"2011-03-28","TX","Monday",3,2011,"None","None",0,0,0,4.15885341726619,6429
"2011-03-28","WI","Monday",3,2011,"None","None",0,0,0,4.31679865424431,5023
"2011-03-29","CA","Tuesday",3,2011,"None","None",0,0,0,4.2305211841872,8516
"2011-03-29","TX","Tuesday",3,2011,"None","None",0,0,0,4.15885341726619,5728
"2011-03-29","WI","Tuesday",3,2011,"None","None",0,0,0,4.31679865424431,5337
"2011-03-30","CA","Wednesday",3,2011,"None","None",0,0,0,4.2305211841872,8911
"2011-03-30","TX","Wednesday",3,2011,"None","None",0,0,0,4.15885341726619,5384
"2011-03-30","WI","Wednesday",3,2011,"None","None",0,0,0,4.31679865424431,4633
"2011-03-31","CA","Thursday",3,2011,"None","None",0,0,0,4.2305211841872,10059
"2011-03-31","TX","Thursday",3,2011,"None","None",0,0,0,4.15885341726619,6096
"2011-03-31","WI","Thursday",3,2011,"None","None",0,0,0,4.31679865424431,5587
"2011-04-01","CA","Friday",4,2011,"None","None",1,1,0,4.2305211841872,12827
"2011-04-01","TX","Friday",4,2011,"None","None",1,1,0,4.15885341726619,7992
"2011-04-01","WI","Friday",4,2011,"None","None",1,1,0,4.31679865424431,7490
"2011-04-02","CA","Saturday",4,2011,"None","None",1,0,1,4.23454132448017,14791
"2011-04-02","TX","Saturday",4,2011,"None","None",1,0,1,4.16802043990224,9134
"2011-04-02","WI","Saturday",4,2011,"None","None",1,0,1,4.32159398112726,9553
"2011-04-03","CA","Sunday",4,2011,"None","None",1,1,1,4.23454132448017,15341
"2011-04-03","TX","Sunday",4,2011,"None","None",1,1,1,4.16802043990224,9863
"2011-04-03","WI","Sunday",4,2011,"None","None",1,1,1,4.32159398112726,7854
"2011-04-04","CA","Monday",4,2011,"None","None",1,0,0,4.23454132448017,12356
"2011-04-04","TX","Monday",4,2011,"None","None",1,0,0,4.16802043990224,6648
"2011-04-04","WI","Monday",4,2011,"None","None",1,0,0,4.32159398112726,5848
"2011-04-05","CA","Tuesday",4,2011,"None","None",1,1,1,4.23454132448017,10497
"2011-04-05","TX","Tuesday",4,2011,"None","None",1,1,1,4.16802043990224,6743
"2011-04-05","WI","Tuesday",4,2011,"None","None",1,1,1,4.32159398112726,6341
"2011-04-06","CA","Wednesday",4,2011,"None","None",1,1,1,4.23454132448017,10101
"2011-04-06","TX","Wednesday",4,2011,"None","None",1,1,1,4.16802043990224,6689
"2011-04-06","WI","Wednesday",4,2011,"None","None",1,1,1,4.32159398112726,5866
"2011-04-07","CA","Thursday",4,2011,"None","None",1,1,0,4.23454132448017,10575
"2011-04-07","TX","Thursday",4,2011,"None","None",1,1,0,4.16802043990224,7201
"2011-04-07","WI","Thursday",4,2011,"None","None",1,1,0,4.32159398112726,5125
"2011-04-08","CA","Friday",4,2011,"None","None",1,0,1,4.23454132448017,10971
"2011-04-08","TX","Friday",4,2011,"None","None",1,0,1,4.16802043990224,6797
"2011-04-08","WI","Friday",4,2011,"None","None",1,0,1,4.32159398112726,6986
"2011-04-09","CA","Saturday",4,2011,"None","None",1,1,1,4.23704966257138,14064
"2011-04-09","TX","Saturday",4,2011,"None","None",1,1,1,4.17640727750986,9025
"2011-04-09","WI","Saturday",4,2011,"None","None",1,1,1,4.32572467402207,8656
"2011-04-10","CA","Sunday",4,2011,"None","None",1,0,0,4.23704966257138,15291
"2011-04-10","TX","Sunday",4,2011,"None","None",1,0,0,4.17640727750986,9648
"2011-04-10","WI","Sunday",4,2011,"None","None",1,0,0,4.32572467402207,6597
"2011-04-11","CA","Monday",4,2011,"None","None",0,1,1,4.23704966257138,11098
"2011-04-11","TX","Monday",4,2011,"None","None",0,1,1,4.17640727750986,7555
"2011-04-11","WI","Monday",4,2011,"None","None",0,1,1,4.32572467402207,6176
"2011-04-12","CA","Tuesday",4,2011,"None","None",0,1,1,4.23704966257138,9181
"2011-04-12","TX","Tuesday",4,2011,"None","None",0,1,1,4.17640727750986,7302
"2011-04-12","WI","Tuesday",4,2011,"None","None",0,1,1,4.32572467402207,6735
"2011-04-13","CA","Wednesday",4,2011,"None","None",0,1,0,4.23704966257138,8853
"2011-04-13","TX","Wednesday",4,2011,"None","None",0,1,0,4.17640727750986,7202
"2011-04-13","WI","Wednesday",4,2011,"None","None",0,1,0,4.32572467402207,5556
"2011-04-14","CA","Thursday",4,2011,"None","None",0,0,1,4.23704966257138,9430
"2011-04-14","TX","Thursday",4,2011,"None","None",0,0,1,4.17640727750986,6338
"2011-04-14","WI","Thursday",4,2011,"None","None",0,0,1,4.32572467402207,6196
"2011-04-15","CA","Friday",4,2011,"None","None",0,1,1,4.23704966257138,10922
"2011-04-15","TX","Friday",4,2011,"None","None",0,1,1,4.17640727750986,7749
"2011-04-15","WI","Friday",4,2011,"None","None",0,1,1,4.32572467402207,6811
"2011-04-16","CA","Saturday",4,2011,"None","None",0,0,0,4.24130553656869,12809
"2011-04-16","TX","Saturday",4,2011,"None","None",0,0,0,4.17368067590988,8573
"2011-04-16","WI","Saturday",4,2011,"None","None",0,0,0,4.33361502347418,7852
"2011-04-17","CA","Sunday",4,2011,"None","None",0,0,0,4.24130553656869,13894
"2011-04-17","TX","Sunday",4,2011,"None","None",0,0,0,4.17368067590988,9248
"2011-04-17","WI","Sunday",4,2011,"None","None",0,0,0,4.33361502347418,6645
"2011-04-18","CA","Monday",4,2011,"None","None",0,0,0,4.24130553656869,9955
"2011-04-18","TX","Monday",4,2011,"None","None",0,0,0,4.17368067590988,7218
"2011-04-18","WI","Monday",4,2011,"None","None",0,0,0,4.33361502347418,5216
"2011-04-19","CA","Tuesday",4,2011,"None","None",0,0,0,4.24130553656869,8930
"2011-04-19","TX","Tuesday",4,2011,"None","None",0,0,0,4.17368067590988,6133
"2011-04-19","WI","Tuesday",4,2011,"None","None",0,0,0,4.33361502347418,4411
"2011-04-20","CA","Wednesday",4,2011,"None","None",0,0,0,4.24130553656869,8582
"2011-04-20","TX","Wednesday",4,2011,"None","None",0,0,0,4.17368067590988,6387
"2011-04-20","WI","Wednesday",4,2011,"None","None",0,0,0,4.33361502347418,5219
"2011-04-21","CA","Thursday",4,2011,"None","None",0,0,0,4.24130553656869,8986
"2011-04-21","TX","Thursday",4,2011,"None","None",0,0,0,4.17368067590988,5677
"2011-04-21","WI","Thursday",4,2011,"None","None",0,0,0,4.33361502347418,5105
"2011-04-22","CA","Friday",4,2011,"None","None",0,0,0,4.24130553656869,10967
"2011-04-22","TX","Friday",4,2011,"None","None",0,0,0,4.17368067590988,7542
"2011-04-22","WI","Friday",4,2011,"None","None",0,0,0,4.33361502347418,5770
"2011-04-23","CA","Saturday",4,2011,"None","None",0,0,0,4.25141130405175,13577
"2011-04-23","TX","Saturday",4,2011,"None","None",0,0,0,4.17702237521515,8833
"2011-04-23","WI","Saturday",4,2011,"None","None",0,0,0,4.33641509433962,7165
"2011-04-24","CA","Sunday",4,2011,"OrthodoxEaster","Easter",0,0,0,4.25141130405175,11721
"2011-04-24","TX","Sunday",4,2011,"OrthodoxEaster","Easter",0,0,0,4.17702237521515,7897
"2011-04-24","WI","Sunday",4,2011,"OrthodoxEaster","Easter",0,0,0,4.33641509433962,4400
"2011-04-25","CA","Monday",4,2011,"None","None",0,0,0,4.25141130405175,8865
"2011-04-25","TX","Monday",4,2011,"None","None",0,0,0,4.17702237521515,6339
"2011-04-25","WI","Monday",4,2011,"None","None",0,0,0,4.33641509433962,4800
"2011-04-26","CA","Tuesday",4,2011,"Pesach End","None",0,0,0,4.25141130405175,8176
"2011-04-26","TX","Tuesday",4,2011,"Pesach End","None",0,0,0,4.17702237521515,5535
"2011-04-26","WI","Tuesday",4,2011,"Pesach End","None",0,0,0,4.33641509433962,4402
"2011-04-27","CA","Wednesday",4,2011,"None","None",0,0,0,4.25141130405175,8135
"2011-04-27","TX","Wednesday",4,2011,"None","None",0,0,0,4.17702237521515,5369
"2011-04-27","WI","Wednesday",4,2011,"None","None",0,0,0,4.33641509433962,4425
"2011-04-28","CA","Thursday",4,2011,"None","None",0,0,0,4.25141130405175,7951
"2011-04-28","TX","Thursday",4,2011,"None","None",0,0,0,4.17702237521515,5372
"2011-04-28","WI","Thursday",4,2011,"None","None",0,0,0,4.33641509433962,4822
"2011-04-29","CA","Friday",4,2011,"None","None",0,0,0,4.25141130405175,9730
"2011-04-29","TX","Friday",4,2011,"None","None",0,0,0,4.17702237521515,6432
"2011-04-29","WI","Friday",4,2011,"None","None",0,0,0,4.33641509433962,6573
"2011-04-30","CA","Saturday",4,2011,"None","None",0,0,0,4.24954129993229,12428
"2011-04-30","TX","Saturday",4,2011,"None","None",0,0,0,4.19384811742183,8240
"2011-04-30","WI","Saturday",4,2011,"None","None",0,0,0,4.33107733463035,7433
"2011-05-01","CA","Sunday",5,2011,"None","None",1,1,0,4.24954129993229,12997
"2011-05-01","TX","Sunday",5,2011,"None","None",1,1,0,4.19384811742183,9644
"2011-05-01","WI","Sunday",5,2011,"None","None",1,1,0,4.33107733463035,6404
"2011-05-02","CA","Monday",5,2011,"None","None",1,0,1,4.24954129993229,10657
"2011-05-02","TX","Monday",5,2011,"None","None",1,0,1,4.19384811742183,6125
"2011-05-02","WI","Monday",5,2011,"None","None",1,0,1,4.33107733463035,6055
"2011-05-03","CA","Tuesday",5,2011,"None","None",1,1,1,4.24954129993229,10669
"2011-05-03","TX","Tuesday",5,2011,"None","None",1,1,1,4.19384811742183,6937
"2011-05-03","WI","Tuesday",5,2011,"None","None",1,1,1,4.33107733463035,6474
"2011-05-04","CA","Wednesday",5,2011,"None","None",1,0,0,4.24954129993229,9596
"2011-05-04","TX","Wednesday",5,2011,"None","None",1,0,0,4.19384811742183,5771
"2011-05-04","WI","Wednesday",5,2011,"None","None",1,0,0,4.33107733463035,5394
"2011-05-05","CA","Thursday",5,2011,"Cinco De Mayo","None",1,1,1,4.24954129993229,9281
"2011-05-05","TX","Thursday",5,2011,"Cinco De Mayo","None",1,1,1,4.19384811742183,6372
"2011-05-05","WI","Thursday",5,2011,"Cinco De Mayo","None",1,1,1,4.33107733463035,5531
"2011-05-06","CA","Friday",5,2011,"None","None",1,1,1,4.24954129993229,10617
"2011-05-06","TX","Friday",5,2011,"None","None",1,1,1,4.19384811742183,7924
"2011-05-06","WI","Friday",5,2011,"None","None",1,1,1,4.33107733463035,5945
"2011-05-07","CA","Saturday",5,2011,"None","None",1,1,0,4.24833193206659,12386
"2011-05-07","TX","Saturday",5,2011,"None","None",1,1,0,4.19658366744039,8863
"2011-05-07","WI","Saturday",5,2011,"None","None",1,1,0,4.33356607876299,7163
"2011-05-08","CA","Sunday",5,2011,"Mother's day","None",1,0,1,4.24833193206659,11231
"2011-05-08","TX","Sunday",5,2011,"Mother's day","None",1,0,1,4.19658366744039,7440
"2011-05-08","WI","Sunday",5,2011,"Mother's day","None",1,0,1,4.33356607876299,5017
"2011-05-09","CA","Monday",5,2011,"None","None",1,1,1,4.24833193206659,11264
"2011-05-09","TX","Monday",5,2011,"None","None",1,1,1,4.19658366744039,8001
"2011-05-09","WI","Monday",5,2011,"None","None",1,1,1,4.33356607876299,5759
"2011-05-10","CA","Tuesday",5,2011,"None","None",1,0,0,4.24833193206659,10430
"2011-05-10","TX","Tuesday",5,2011,"None","None",1,0,0,4.19658366744039,6523
"2011-05-10","WI","Tuesday",5,2011,"None","None",1,0,0,4.33356607876299,5278
"2011-05-11","CA","Wednesday",5,2011,"None","None",0,1,1,4.24833193206659,9570
"2011-05-11","TX","Wednesday",5,2011,"None","None",0,1,1,4.19658366744039,6755
"2011-05-11","WI","Wednesday",5,2011,"None","None",0,1,1,4.33356607876299,5840
"2011-05-12","CA","Thursday",5,2011,"None","None",0,1,1,4.24833193206659,9312
"2011-05-12","TX","Thursday",5,2011,"None","None",0,1,1,4.19658366744039,6708
"2011-05-12","WI","Thursday",5,2011,"None","None",0,1,1,4.33356607876299,6393
"2011-05-13","CA","Friday",5,2011,"None","None",0,1,0,4.24833193206659,10978
"2011-05-13","TX","Friday",5,2011,"None","None",0,1,0,4.19658366744039,8231
"2011-05-13","WI","Friday",5,2011,"None","None",0,1,0,4.33356607876299,6439
"2011-05-14","CA","Saturday",5,2011,"None","None",0,0,1,4.2435280334728,12496
"2011-05-14","TX","Saturday",5,2011,"None","None",0,0,1,4.19357037660425,8663
"2011-05-14","WI","Saturday",5,2011,"None","None",0,0,1,4.33054659282446,7577
